ID,NicheRecon_tip,Bioregion_singleFossil,Bioregion_comprehensive,Stage_mean,Age_mean,Age_max,Age_min,Latitude,Longitude,paleoLong,paleoLat,age,layer,cellNumber,CMM,DryMon,MAP,MAT,WetDryMon,WetMon,WMM,WMMCMM,dup.fossil_time_cell
102,*Antiquacupula_sulcata,NA,NA,Santonian,84.275,84.95,83.6,32.62972222,-83.98611111,-53.4128,32.5307,84,teydr1,2978000,13.2910757064819,60.2772750854492,1176.55297851562,23.5857639312744,81.5419692993164,141.819244384766,34.3128662109375,21.0217914581299,FALSE
2697,*Castanea_fujiyamae,EA,EA,Lutetian,42.9,47.8,38,42.99833333,126.8661111,120.7662,44.6802,43,teydj1,2349370,-9.85409355163574,29.8534393310547,1115.0947265625,14.9015483856201,134.783447265625,164.63688659668,36.8516654968262,46.7057571411133,FALSE
2298,*Castanea_fujiyamae,,,Rupelian,31,33.9,28.1,42.45,130.4,126.636,43.4403,31,teydg1,2414240,-13.3947591781616,26.0268802642822,1346.68762207031,13.4742670059204,175.210983276367,201.237869262695,36.4718132019043,49.8665733337402,FALSE
77,*Castaneoidea_puryearensis,NA,NA,Lutetian,42.9,47.8,38,36.432675,-88.333291,-77.5021,37.3996,43,teydj1,2727150,10.5533027648926,35.6452827453613,920.773498535156,25.0686416625977,71.3593826293945,107.004661560059,42.8642234802246,32.310920715332,FALSE
982,*Castanopsis_changchangensis,SEA,SEA,Lutetian,42.9,47.8,38,19.63416667,110.4511111,109.6017,20.3201,43,teydj1,3614996,22.2940998077393,11.0798835754395,1827.03723144531,28.7366580963135,453.551055908203,464.630920410156,33.178337097168,10.884238243103,FALSE
903,*Chrysolepis_chrysophylloides,NA,NA,Lutetian,44.95,56,33.9,39.21629,-120.8805,-105.4395,41.2345,45,teydj1,2528095,2.94206404685974,7.39210224151611,1497.0087890625,13.7313289642334,280.795135498047,288.187255859375,27.947639465332,25.0055751800537,FALSE
906,*Chrysolepis_chrysophylloides,,,Zanclean,3.9605,5.333,2.588,38.18656,-122.53982,-121.1601,38.1357,4,teydb1,2687747,6.1938648223877,8.10250854492188,861.97021484375,14.2250499725342,163.692916870117,171.79541015625,23.7293548583984,17.5354919433594,FALSE
905,*Chrysolepis_chrysophylloides,,,Langhian,14.1815,23.03,5.333,41.545,-120.7436,-115.9839,41.4145,14,teydd1,2519329,-3.67898106575012,17.1038208007812,1567.95971679688,7.57435607910156,281.040557861328,298.144378662109,21.0611419677734,24.7401256561279,FALSE
6,*Castanopsis_crepetii,NA,NA,Ypresian,48.32,48.32,48.32,44.94333333,-120.4261111,-103.0239,47.5983,48,teydj1,2195484,-0.551151752471924,39.3077278137207,1172.15539550781,12.1307992935181,114.064254760742,153.371978759766,29.2063941955566,29.7575454711914,FALSE
671,*Castanopsis_elisabethae,EU,EU,Serravallian,12.809,23.03,2.588,42.67455,24.833081,24.2856,42.0534,13,teydd1,2486452,0.88908863067627,14.2306480407715,419.713745117188,14.4595975875854,39.0268096923828,53.2574577331543,31.9764728546143,31.0873832702637,FALSE
672,*Castanopsis_pliovariabilis,EU,EU,Serravallian,12.809,23.03,2.588,42.67455,24.833081,24.2856,42.0534,13,teydd1,2486452,0.88908863067627,14.2306480407715,419.713745117188,14.4595975875854,39.0268096923828,53.2574577331543,31.9764728546143,31.0873832702637,FALSE
1,*Castanopsis_rothwellii,SA,SA,Ypresian,52.2,52.2,52.2,-42.4675,-70.03672222,-59.986,-44.9145,52,teydk1,6991201,8.855712890625,90.4296112060547,1868.14453125,14.7157697677612,115.410293579102,205.839920043945,23.2736701965332,14.4179582595825,FALSE
1254,*Castanopsis_salinarum,,,Rupelian,28.465,33.9,23.03,50.21636,12.443,9.2932,49.955,28,teydg1,2075872,1.99341976642609,3.42231583595276,758.827331542969,15.4233198165894,91.4387588500977,94.8610763549805,34.8719139099121,32.8784942626953,FALSE
1493,*Castanopsis_salinarum,EU,EU,Lutetian,44.95,56,33.9,51.419669,9.867914,6.1605,48.393,45,teydj1,2157914,5.09171724319458,8.50972080230713,971.404296875,17.6817150115967,120.869201660156,129.378921508789,37.7662773132324,32.674560546875,FALSE
15,*Castanopsis_salinarum,,,Burdigalian,17.325,23.03,11.62,51.419669,9.867914,8.2153,51.5931,17,teyde1,1989459,-3.78957366943359,19.3230972290039,780.423950195312,10.3688688278198,68.3785629272461,87.7016525268555,30.6218566894531,34.4114303588867,FALSE
23,*Castanopsis_tanaii,EA,EA,Priabonian,35.95,38,33.9,34.173865,131.496036,126.4189,41.1553,36,teydh1,2535198,-5.61297464370728,27.5731716156006,1507.94885253906,17.7326850891113,222.602432250977,250.175598144531,36.0166511535645,41.6296272277832,FALSE
8,*Castanopsoidea_columbiana,NA,NA,Ypresian,56,56,56,36.346481,-88.660626,-70.8923,38.9098,56,teydl1,2649470,8.00423336029053,61.7144927978516,1111.48291015625,21.247652053833,66.4376754760742,128.152160644531,37.3141937255859,29.3099613189697,FALSE
2616,*Eotrigonobalanus,,,Lutetian,44.95,56,33.9,50.110422,12.574805,8.7702,47.1407,45,teydj1,2222746,5.0865592956543,9.11052227020264,889.01611328125,18.391788482666,107.01448059082,116.125,39.5248794555664,34.4383201599121,FALSE
1785,*Eotrigonobalanus,,,Chattian,25.565,28.1,23.03,51.25,12.45,9.5701,51.0932,26,teydf1,2015395,-1.40773642063141,8.04823017120361,708.7919921875,13.1974277496338,79.5852279663086,87.6334533691406,36.5346870422363,37.9424209594727,FALSE
1772,*Eotrigonobalanus,,,Chattian,25.565,28.1,23.03,51.2,12.5,9.6224,51.0442,26,teydf1,2019716,-1.38380753993988,8.05026149749756,704.555603027344,13.2195997238159,78.9224319458008,86.9726943969727,36.5614433288574,37.9452476501465,FALSE
1959,*Eotrigonobalanus,,,Chattian,26.5,26.5,26.5,50.68,7.52,4.6913,50.4291,26,teydf1,2049897,-0.269828140735626,10.2326669692993,1049.38098144531,12.9377279281616,120.419502258301,130.65217590332,35.5937690734863,35.8635940551758,FALSE
1819,*Eotrigonobalanus,,,Rupelian,31,33.9,28.1,47.9,20.4,18.4704,44.7895,31,teydg1,2343822,5.59815216064453,1.62444317340851,353.826263427734,22.2504692077637,54.5718269348145,56.1962738037109,44.8462562561035,39.2481079101562,FALSE
1933,*Eotrigonobalanus,,,Rupelian,31,33.9,28.1,47.53,19.03,17.1508,44.4662,31,teydg1,2361086,5.6408803757933,2.00466668728701,421.907754327833,21.898122708822,69.3059226557152,71.3105894658983,44.3255865942572,38.6847075039578,FALSE
458,*Eotrigonobalanus,,,Priabonian,35.85,37.8,33.9,54.810953,20.23713,15.4702,53.7788,36,teydh1,1877226,-0.539294242858887,9.59469413757324,733.480285644531,17.0876388549805,98.4503860473633,108.045082092285,41.8006706237793,42.3399658203125,FALSE
456,*Eotrigonobalanus,,,Priabonian,35.85,37.8,33.9,54.810953,20.23713,15.4702,53.7788,36,teydh1,1877226,-0.539294242858887,9.59469413757324,733.480285644531,17.0876388549805,98.4503860473633,108.045082092285,41.8006706237793,42.3399658203125,TRUE
2617,*Eotrigonobalanus,,,Lutetian,44.95,56,33.9,50.110422,12.574805,8.7702,47.1407,45,teydj1,2222746,5.0865592956543,9.11052227020264,889.01611328125,18.391788482666,107.01448059082,116.125,39.5248794555664,34.4383201599121,TRUE
899,*Eotrigonobalanus,,,Priabonian,35.95,38,33.9,42.023367,23.096971,20.136,37.5461,36,teydh1,2719682,9.1611442565918,6.52450609207153,331.772033691406,25.13330078125,54.4371376037598,60.9616470336914,46.6619911193848,37.5008430480957,FALSE
713,*Eotrigonobalanus,,,Chattian,27.75,30.8,24.7,50.78444444,14.27888889,11.0881,50.5629,28,teydf1,2045654,-1.44847130775452,8.10321807861328,683.131713867188,13.3673534393311,76.0583801269531,84.1616058349609,36.8220596313477,38.2705307006836,FALSE
902,*Eotrigonobalanus,,,Rupelian,28.465,33.9,23.03,40.985678,27.939173,25.6565,38.2988,28,teydg1,2680868,5.8201699256897,2.41211223602295,339.412536621094,23.8022441864014,56.7215881347656,59.1336975097656,46.2158470153809,40.3956756591797,FALSE
901,*Eotrigonobalanus,,,Priabonian,35.95,38,33.9,42.26596,22.680995,19.7638,37.8054,36,teydh1,2706718,8.84412097930908,7.03606462478638,344.320068359375,24.7965488433838,53.0783538818359,60.1144180297852,46.5309715270996,37.6868476867676,FALSE
269,*Eotrigonobalanus,,,Rupelian,29.55,31,28.1,49.996938,8.227993,4.7197,49.5443,30,teydg1,2097417,3.42962574958801,3.05636358261108,1047.12365722656,15.8211288452148,139.631912231445,142.688293457031,34.8530006408691,31.4233741760254,FALSE
1763,*Eotrigonobalanus,,,Chattian,25.565,28.1,23.03,42.38,23.02,21.2578,40.182,26,teydf1,2581456,3.29331564903259,7.99433708190918,393.649810791016,19.3331871032715,58.4853897094727,66.4797286987305,40.4877319335938,37.1944198608398,FALSE
1766,*Eotrigonobalanus,,,Chattian,25.565,28.1,23.03,42.37,23.02,21.2574,40.172,26,teydf1,2581456,3.29331564903259,7.99433708190918,393.649810791016,19.3331871032715,58.4853897094727,66.4797286987305,40.4877319335938,37.1944198608398,TRUE
1769,*Eotrigonobalanus,,,Chattian,25.565,28.1,23.03,42.37,23.02,21.2574,40.172,26,teydf1,2581456,3.29331564903259,7.99433708190918,393.649810791016,19.3331871032715,58.4853897094727,66.4797286987305,40.4877319335938,37.1944198608398,TRUE
1845,*Eotrigonobalanus,,,Chattian,25.565,28.1,23.03,51.27,14.62,11.7317,51.1551,26,teydf1,2015421,-2.03758192062378,8.41157627105713,707.366516113281,13.0604114532471,79.1127243041992,87.524299621582,36.5706024169922,38.6081848144531,FALSE
1850,*Eotrigonobalanus,,,Chattian,25.565,28.1,23.03,51.27,14.62,11.7317,51.1551,26,teydf1,2015421,-2.03758192062378,8.41157627105713,707.366516113281,13.0604114532471,79.1127243041992,87.524299621582,36.5706024169922,38.6081848144531,TRUE
1854,*Eotrigonobalanus,,,Chattian,25.565,28.1,23.03,51.27,12.79,9.9078,51.1197,26,teydf1,2015399,-1.50133275985718,8.08588981628418,706.921325683594,13.1797866821289,79.2030563354492,87.2889404296875,36.5503082275391,38.0516395568848,FALSE
1876,*Eotrigonobalanus,,,Chattian,25.565,28.1,23.03,47.7,11.8,10.717,45.8115,26,teydf1,2291889,0.841971218585968,17.0539703369141,890.8740234375,14.2419157028198,113.544654846191,130.5986328125,36.3101959228516,35.4682273864746,FALSE
1956,*Eotrigonobalanus,,,Chattian,25.565,28.1,23.03,49.69,13.98,11.169,49.5635,26,teydf1,2097495,-0.565272390842438,7.87230634689331,649.442077636719,13.9743461608887,73.1182708740234,80.9905853271484,37.2933120727539,37.858585357666,FALSE
2009,*Eotrigonobalanus,,,Chattian,25.565,28.1,23.03,51.3,12.45,9.5677,51.1431,26,teydf1,2015395,-1.40773642063141,8.04823017120361,708.7919921875,13.1974277496338,79.5852279663086,87.6334533691406,36.5346870422363,37.9424209594727,TRUE
2011,*Eotrigonobalanus,,,Chattian,25.565,28.1,23.03,51.3,12.45,9.5677,51.1431,26,teydf1,2015395,-1.40773642063141,8.04823017120361,708.7919921875,13.1974277496338,79.5852279663086,87.6334533691406,36.5346870422363,37.9424209594727,TRUE
1782,*Eotrigonobalanus,,,Rupelian,31,33.9,28.1,41.68,24.33,21.8257,38.4518,31,teydg1,2672182,7.0068154335022,2.26785755157471,223.251342773438,24.6114692687988,39.1049346923828,41.3727912902832,46.619068145752,39.6122512817383,FALSE
1797,*Eotrigonobalanus,,,Rupelian,31,33.9,28.1,41.52,25,22.4562,38.2721,31,teydg1,2680830,7.00204610824585,1.99223303794861,195.474945068359,25.0545043945312,34.8803100585938,36.8725433349609,47.2050857543945,40.2030372619629,FALSE
1822,*Eotrigonobalanus,,,Rupelian,31,33.9,28.1,41.87,23.58,21.1209,38.6643,31,teydg1,2663534,6.84860324859619,2.81826877593994,282.952667236328,23.8294792175293,47.9512596130371,50.7695274353027,45.6655387878418,38.8169364929199,FALSE
1882,*Eotrigonobalanus,,,Rupelian,31,33.9,28.1,41.88,24.68,22.1694,38.6412,31,teydg1,2663547,7.08634090423584,1.87220537662506,214.147811889648,24.7742080688477,38.1184997558594,39.9907073974609,46.8505554199219,39.7642135620117,FALSE
1987,*Eotrigonobalanus,,,Rupelian,31,33.9,28.1,45.24,25.07,21.5509,45.0715,31,teydg1,2330899,3.68013262748718,3.30327725410461,586.171020507812,20.0656089782715,90.5263214111328,93.82958984375,42.6577453613281,38.9776077270508,FALSE
1988,*Eotrigonobalanus,,,Rupelian,31,33.9,28.1,47.91,20.61,18.6692,44.7925,31,teydg1,2343825,5.58499145507812,1.64997279644012,357.841094970703,22.234395980835,55.2590065002441,56.9089851379395,44.8409461975098,39.2559585571289,FALSE
785,*Eotrigonobalanus,,,Rupelian,28.465,33.9,23.03,41.241032,26.267509,24.0594,38.5937,28,teydg1,2663569,6.3253345489502,2.05459570884705,287.246307373047,24.0648021697998,48.2569389343262,50.3115310668945,46.267505645752,39.9421730041504,FALSE
788,*Eotrigonobalanus,,,Rupelian,28.465,33.9,23.03,41.241032,26.138728,23.9356,38.5968,28,teydg1,2663568,6.37652158737183,2.02086329460144,281.2197265625,24.129976272583,47.4140815734863,49.4349403381348,46.3309326171875,39.9544143676758,FALSE
595,*Eotrigonobalanus,,,Priabonian,35.95,38,33.9,50.53333333,13.8,9.5208,49.3244,36,teydh1,2110435,3.58716106414795,4.04837369918823,795.821472167969,19.0704307556152,112.449005126953,116.497375488281,42.8438987731934,39.2567367553711,FALSE
1793,*Eotrigonobalanus,,,Chattian,25.565,28.1,23.03,42.33,23.55,21.7678,40.1191,26,teydf1,2585782,3.38092136383057,5.78584861755371,306.752899169922,19.9693489074707,46.055835723877,51.841682434082,41.3531951904297,37.9722709655762,FALSE
1750,*Eotrigonobalanus,,,Chattian,26.5,26.5,26.5,50.86,7.2,4.3646,50.603,26,teydf1,2041253,-0.220340728759766,10.1377801895142,1056.38940429688,12.9610967636108,122.220413208008,132.358200073242,35.5543479919434,35.7746849060059,FALSE
1960,*Eotrigonobalanus,,,Chattian,26.5,26.5,26.5,50.68,7.52,4.6913,50.4291,26,teydf1,2049897,-0.269828140735626,10.2326669692993,1049.38098144531,12.9377279281616,120.419502258301,130.65217590332,35.5937690734863,35.8635940551758,TRUE
1981,*Eotrigonobalanus,,,Rupelian,30.44,31.69,29.19,50.91,14.61,10.9926,50.6122,30,teydg1,2041332,1.86185324192047,4.02114915847778,597.938110351562,15.9224424362183,74.8578262329102,78.8789825439453,35.6963653564453,33.8345108032227,FALSE
1757,*Eotrigonobalanus,,,Rupelian,31,33.9,28.1,47.55,19.02,17.1428,44.4865,31,teydg1,2361086,5.60555139521963,2.02860372828454,422.657531738281,21.8694868972621,69.2643419442718,71.2929458028262,44.3100176349129,38.7044673998331,TRUE
1801,*Eotrigonobalanus,,,Rupelian,31,33.9,28.1,41.87,23.18,20.7397,38.6766,31,teydg1,2659209,6.74887561798096,3.17018413543701,319.949035644531,23.3659801483154,53.3706283569336,56.5408134460449,45.1035270690918,38.3546524047852,FALSE
1817,*Eotrigonobalanus,,,Rupelian,31,33.9,28.1,43.2,22.3,19.975,40.0329,31,teydg1,2590080,6.99960470199585,2.75307083129883,453.173461914062,22.3366012573242,74.2221908569336,76.9752655029297,44.0331802368164,37.033576965332,FALSE
1820,*Eotrigonobalanus,,,Rupelian,31,33.9,28.1,47.9,20.4,18.4704,44.7895,31,teydg1,2343822,5.59815216064453,1.62444317340851,353.826263427734,22.2504692077637,54.5718269348145,56.1962738037109,44.8462562561035,39.2481079101562,TRUE
1873,*Eotrigonobalanus,,,Rupelian,31,33.9,28.1,47.58,12.19,10.6797,44.7717,31,teydg1,2343729,6.07019901275635,2.73572325706482,615.472595214844,20.9094123840332,106.142570495605,108.878295898438,43.137092590332,37.0668907165527,FALSE
1875,*Eotrigonobalanus,,,Rupelian,31,33.9,28.1,47.5,12.12,10.6066,44.6947,31,teydg1,2348048,6.19905948638916,2.67142820358276,598.018127441406,21.045389175415,103.288681030273,105.960121154785,43.2570533752441,37.057991027832,FALSE
1900,*Eotrigonobalanus,,,Rupelian,31,33.9,28.1,47.53,19.03,17.1508,44.4662,31,teydg1,2361086,5.6408803757933,2.00466668728701,421.907754327833,21.898122708822,69.3059226557152,71.3105894658983,44.3255865942572,38.6847075039578,TRUE
1934,*Eotrigonobalanus,,,Rupelian,31,33.9,28.1,47.53,19.03,17.1508,44.4662,31,teydg1,2361086,5.6408803757933,2.00466668728701,421.907754327833,21.898122708822,69.3059226557152,71.3105894658983,44.3255865942572,38.6847075039578,TRUE
1966,*Eotrigonobalanus,,,Rupelian,31,33.9,28.1,45.99,14.18,12.4414,43.1057,31,teydg1,2430150,7.0755786895752,2.19529557228088,500.669677734375,22.3650608062744,91.4807434082031,93.6760406494141,44.4953384399414,37.4197578430176,FALSE
1985,*Eotrigonobalanus,,,Rupelian,31,33.9,28.1,45.56,11.9,10.2394,42.7669,31,teydg1,2447403,8.04799461364746,1.84368658065796,369.960876464844,23.1260528564453,67.7899017333984,69.6335906982422,45.0378265380859,36.9898300170898,FALSE
1999,*Eotrigonobalanus,,,Rupelian,31,33.9,28.1,46.15,15.05,13.2799,43.2321,31,teydg1,2425840,6.68302011489868,2.51989102363586,562.454284667969,21.922082901001,102.138481140137,104.658378601074,44.0669097900391,37.3838844299316,FALSE
2002,*Eotrigonobalanus,,,Rupelian,31,33.9,28.1,49.17,16.03,12.3455,48.7628,31,teydg1,2136389,2.88861465454102,4.25798082351685,537.653015136719,17.7440452575684,74.6034088134766,78.8613891601562,39.111946105957,36.2233352661133,FALSE
2003,*Eotrigonobalanus,,,Rupelian,31,33.9,28.1,47.53,19.03,17.1508,44.4662,31,teydg1,2361086,5.6408803757933,2.00466668728701,421.907754327833,21.898122708822,69.3059226557152,71.3105894658983,44.3255865942572,38.6847075039578,TRUE
1901,*Eotrigonobalanus,,,Chattian,25.565,28.1,23.03,51.26,14.61,11.7222,51.1449,26,teydf1,2015421,-2.03758192062378,8.41157627105713,707.366516113281,13.0604114532471,79.1127243041992,87.524299621582,36.5706024169922,38.6081848144531,TRUE
1963,*Eotrigonobalanus,,,Rupelian,31,33.9,28.1,49.22,8.7,5.091,48.6291,31,teydg1,2144942,4.22389650344849,3.28285717964172,894.37890625,17.0325508117676,122.878059387207,126.160919189453,37.0405540466309,32.8166618347168,FALSE
1971,*Eotrigonobalanus,,,Rupelian,31,33.9,28.1,51.13,12.38,8.6128,50.6287,31,teydg1,2041304,2.81197738647461,7.83258533477783,846.332153320312,14.82688331604,101.112937927246,108.945526123047,32.1942863464355,29.3823089599609,FALSE
566,*Eotrigonobalanus,,,Danian,62.5,64,61,70.5375,-53.1,-22.3059,62.5412,62,teydm1,1423173,-24.5501136779785,32.9435348510742,647.427124023438,-1.74683201313019,52.8932418823242,85.836784362793,20.602596282959,45.1527061462402,FALSE
564,*Eotrigonobalanus,,,Danian,63,64,62,70.58366667,-53.11666667,-21.8522,62.4285,63,teydm1,1427498,-24.4146270751953,34.316349029541,674.466125488281,-1.73392939567566,56.1085929870605,90.4249420166016,20.6818008422852,45.0964241027832,FALSE
565,*Eotrigonobalanus,,,Danian,63,64,62,70.59166667,-53.08333333,-21.8233,62.4314,63,teydm1,1427499,-24.3450508117676,34.5898818969727,680.852661132812,-1.74680685997009,56.9682960510254,91.5581817626953,20.6161231994629,44.9611701965332,FALSE
457,*Eotrigonobalanus,,,Priabonian,35.85,37.8,33.9,54.810953,20.23713,15.4702,53.7788,36,teydh1,1877226,-0.539294242858887,9.59469413757324,733.480285644531,17.0876388549805,98.4503860473633,108.045082092285,41.8006706237793,42.3399658203125,TRUE
560,*Eotrigonobalanus,NA,NA|EU|WEA|EA,Campanian,81.5,82,81,44.98333333,-108.8666667,-73.6836,50.8461,82,teydq1,2027356,2.24738931655884,46.5296401977539,1070.99609375,13.0671148300171,108.122077941895,154.651718139648,26.8382244110107,24.5908336639404,FALSE
2307,*Eotrigonobalanus,,,Rupelian,31,33.9,28.1,42.45,130.4,126.636,43.4403,31,teydg1,2414240,-13.3947591781616,26.0268802642822,1346.68762207031,13.4742670059204,175.210983276367,201.237869262695,36.4718132019043,49.8665733337402,FALSE
436,*Fagopsis_longifolia,NA,NA,Priabonian,34.07,34.17,33.97,38.965589,-105.285327,-97.6313,40.2182,34,teydh1,2580029,7.00771522521973,9.81956577301025,388.010375976562,23.4908084869385,45.8147926330566,55.6343536376953,44.1165542602539,37.1088409423828,FALSE
2309,*Fagopsis_primorica,EA,EA,Rupelian,31,33.9,28.1,42.45,130.4,126.636,43.4403,31,teydg1,2414240,-13.3947591781616,26.0268802642822,1346.68762207031,13.4742670059204,175.210983276367,201.237869262695,36.4718132019043,49.8665733337402,FALSE
1171,*Fagus_altaensis,CEA,CEA,Langhian,14.165,23,5.33,50.928241,81.750285,81.0933,51.4784,14,teydd1,1998974,-19.1258869171143,10.3049535751343,414.063079833984,3.44130301475525,47.4565773010254,57.7615280151367,30.6649703979492,49.7908554077148,FALSE
699,*Fagus_attenuata,,,Zanclean,5.332,5.332,5.332,42.864319,22.790981,22.6182,42.6706,5,teydb1,2451872,2.39133310317993,33.4258728027344,952.887817382812,12.2531909942627,74.855712890625,108.281585693359,26.7499217987061,24.358585357666,FALSE
1746,*Fagus_attenuata,,,Tortonian,10.25,10.5,10,48.17,16.33,16.1186,47.839,10,teydc1,2183954,-3.25118446350098,30.8004531860352,761.460021972656,10.7896356582642,63.5034484863281,94.3039016723633,29.069845199585,32.3210296630859,FALSE
65,*Fagus_attenuata,EU,EU,Rupelian,28.465,33.9,23.03,51.313095,12.688913,9.4782,51.0564,28,teydg1,2019714,2.80762052536011,8.49179840087891,771.676818847656,15.0503005981445,93.9591674804688,102.450965881348,32.4348030090332,29.6271839141846,FALSE
64,*Fagus_attenuata,,,Burdigalian,19.5,23.03,15.97,49.278178,13.53048,11.6636,49.4442,20,teyde1,2101820,-3.26343321800232,25.373384475708,932.543640136719,10.4953298568726,82.731315612793,108.104698181152,30.4117450714111,33.675178527832,FALSE
1921,*Fagus_attenuata,,,Chattian,25.565,28.1,23.03,48.3,14.28,11.5306,48.1799,26,teydf1,2166619,0.92115843296051,7.43719434738159,590.3779296875,15.1035184860229,69.3191452026367,76.7563400268555,38.1407775878906,37.2196235656738,FALSE
1140,*Fagus_castaneifolia,EU,EU|WEA,Rupelian,31,33.9,28.1,51.290579,12.320296,8.5437,50.7877,31,teydg1,2032663,3.08293747901917,9.22664260864258,854.618591308594,14.7294979095459,101.87181854248,111.09846496582,31.5338687896729,28.4509315490723,FALSE
833,*Fagus_castaneifolia,,,Tortonian,10.533,13.82,7.246,38.313896,26.12953,25.3113,38.6901,11,teydc1,2659264,4.76269129514694,4.54947789775001,503.988409084744,16.9927196396722,89.2187232971191,93.7681964026557,32.6903449800279,27.9276537471347,FALSE
1145,*Fagus_castaneifolia,,,Burdigalian,16.75,17.2,16.3,47.256124,14.369597,13.8677,46.5105,17,teydd1,2253047,-2.08901238441467,39.419017791748,758.299438476562,11.0546522140503,58.3075904846191,97.7266082763672,29.5169830322266,31.6059951782227,FALSE
