ID,Genus,subgenus,Taxon/species,Stage_mean,Type,Latitude,Longitude
1877,Quercus,Cerris,Quercus drymeja Unger 1847,Chattian,macrofossil,47.7,11.8
2000,Quercus,Cerris,Quercus lonchitis Unger 1850 s. Erdei 2006,Rupelian,macrofossil,46.15,15.05
1756,Quercus,Cerris,Quercus bavarica (Knobloch & Kvacek) Kvacek 2004,Rupelian,macrofossil,50.76,14.39
1775,Quercus,Cerris,Quercus lonchitis Unger 1850,Chattian,macrofossil,51.2,12.5
2094,Quercus,Cerris,Quercus tibetensis,Priabonian,macrofossil,29.75,98.42
168,Quercus,Cerris,Quercus densa J. Huang et Z.K. Zhou sp. nov.,Rupelian,macrofossil,23.33333333,104.25
170,Quercus,Cerris,Quercus miovariabilis Hu et Chaney,Rupelian,macrofossil,23.33333333,104.25
171,Quercus,Cerris,Quercus paraschottkyana Wang et Liu,Rupelian,macrofossil,23.33333333,104.25
648,Quercus,Cerris,Quercus kraskinensis Pavlyutkin,Rupelian,macrofossil,42.71666667,130.7166667
145,Quercus,Cerris,"Quercus cf. presenescens Z. K. Zhou, 1992",Priabonian,macrofossil,29.7527,98.4327
146,Quercus,Cerris,"Quercus tibetensis H. Xu, T. Su et Z.K. Zhou sp. nov.",Priabonian,macrofossil,29.7527,98.4327
275,Quercus,Cerris,Quercus preguyavaefolia Tao,Priabonian,macrofossil,29.75277778,98.43277778
277,Quercus,Cerris,Quercus sp. 2,Priabonian,macrofossil,29.75277778,98.43277778
353,Quercus,Cerris,Quercus pseudocastanea G?pp. 1852,Chattian,macrofossil,55.982478,66.363541
354,Quercus,Cerris,Quercus cf. kubinyii (Kov¨¢ts ex Ettingshausen 1852) Czeczott 1951,Chattian,macrofossil,57.239717,74.123751
268,Quercus,Cerris,"Quercus bavarica (Knobloch et Z. Kva?ek) Z. Kva?ek, comb. nov.",Rupelian,macrofossil,49.996938,8.227993
266,Quercus,Cerris,?Quercus L. cf. Quercus bavarica (Knobloch et Z. Kva?ek) Z. Kva?ek,Rupelian,macrofossil,50.75861111,14.24972222
148,Quercus,Cerris,Quercus sp.,Rupelian,macrofossil,22.16666667,111.4833333
330,Quercus,Cerris,"Quercus paucinervis Pavlyutkin, sp. nov.",Rupelian,macrofossil,42.75,130.6666667
331,Quercus,Cerris,Quercus miovariabilis Hu et Chaney,Rupelian,macrofossil,42.75,130.6666667
332,Quercus,Cerris,Quercus gracilis (Pavlyutkin) Pavlyutkin,Rupelian,macrofossil,42.75,130.6666667
333,Quercus,Cerris,Quercus ussuriensis Krysht.,Rupelian,macrofossil,42.75,130.6666667
338,Quercus,Cerris,Quercus ishikariensis Tanai,Rupelian,macrofossil,42.75,130.6666667
339,Quercus,Cerris,"Quercus kraskinensis Pavlyutkin, sp. nov.",Rupelian,macrofossil,42.75,130.6666667
340,Quercus,Cerris,"Quercus chekryzhovii Pavlyutkin, sp. nov.",Rupelian,macrofossil,42.75,130.6666667
2693,Quercus,Cerris,Quercus ishikariensis Tanai,Bartonian,macrofossil,43.37894,141.57119
2695,Quercus,Cerris,Quercus ishikariensis Tanai (=Q. kushiroensis),Bartonian,macrofossil,42.997074,144.501517
480,Quercus,Cerris,Quercus ussuriensis Kryshtofovich,Rupelian,macrofossil,43.820848,143.857766
481,Quercus,Cerris,Quercus ussuriensis Kryshtofovich,Rupelian,macrofossil,34.700069,135.181715
475,Quercus,Cerris,Quercus ussuriensis Kryshtofovich,Rupelian,macrofossil,42.72971,130.806896
479,Quercus,Cerris,Quercus ussuriensis Kryshtofovich,Rupelian,macrofossil,42.305027,130.01265
478,Quercus,Cerris,Quercus ussuriensis Kryshtofovich,Rupelian,macrofossil,42.284538,129.985054
476,Quercus,Cerris,Quercus ussuriensis Kryshtofovich,Rupelian,macrofossil,43.383799,132.144431
477,Quercus,Cerris,Quercus ussuriensis Kryshtofovich,Rupelian,macrofossil,44.204861,132.721711
127,Quercus,Cerris,Quercus latifolia Li. sp. nov.,Rupelian,macrofossil,23.5,110.7
1639,Quercus,Cerris,Quercus indjatschaensis (G. Kassum) Iljinshaja,Rupelian,macrofossil,40.66606,47.732444
1636,Quercus,Cerris,Quercus scottii (Lesquereux) MacGinitie,Priabonian,macrofossil,26.544845,99.89743
1641,Quercus,Cerris,Quercus lantenoisii Colani,Rupelian,macrofossil,23.519375,100.704566
1642,Quercus,Cerris,Quercus parachampionii Chen et Tao,Rupelian,macrofossil,23.519375,100.704566
1643,Quercus,Cerris,Quercus parahelferiana Chen et Tao,Rupelian,macrofossil,23.519375,100.704566
1644,Quercus,Cerris,Quercus paraschottkyana Wang et Liu,Rupelian,macrofossil,23.519375,100.704566
1645,Quercus,Cerris,Quercus sp.,Rupelian,macrofossil,23.519375,100.704566
1090,Quercus,Cerris,Quercus haugii Colani,Rupelian,macrofossil,23.519375,100.704566
1096,Quercus,Cerris,Quercus simulata Knowlton,Rupelian,macrofossil,23.519375,100.704566
1303,Quercus,Cerris,Quercus lantenoisii Colanii,Rupelian,macrofossil,23.519375,100.704566
264,Quercus,Cerris,Quercus naitoi Huzioka et Takahasi,Bartonian,macrofossil,33.57,131.15
1306,Quercus,Cerris,Quercus parachampionii Chen et Tao,Rupelian,macrofossil,23.519375,100.704566
716,Quercus,Cerris,Quercus paleohui X.Y. Liu et J.H. Jin sp. nov.,Chattian,macrofossil,22.88055556,108.4172222
2387,Quercus,Cerris,Quercus graciliformis Boitz.,Priabonian,pollen,42.4,130.5
2340,Quercus,Cerris,Quercus graciliformis Boitz.,Rupelian,pollen,44.1,132.4
2341,Quercus,Cerris,Quercus gracilis Boitz.,Rupelian,pollen,44.1,132.4
2450,Quercus,Cerris,Quercus graciliformis Boitz.,Lutetian,pollen,43.2,131.05
2434,Quercus,Cerris,Quercus graciliformis Boitz.,Priabonian,pollen,51.3,139.2
2435,Quercus,Cerris,Quercus gracilis Boitz.,Priabonian,pollen,52.3,140.2
2441,Quercus,Cerris,Quercus graciliformis Boitz.,Bartonian,pollen,43.2,131.5
2442,Quercus,Cerris,Quercus gracilis Boitz.,Bartonian,pollen,43.2,131.5
2486,Quercus,Cerris,Quercus graciliformis Boitz.,Ypresian,pollen,43.2,132.3
2507,Quercus,Cerris,Quercus gracilis Boitz.,Ypresian,pollen,44.1,133.1
1969,Quercus,Cerris,Quercus type ilex - coccifera,Rupelian,pollen,41.46,1.24
2649,Quercus,Cerris,Quercus ilex-coccifera type,Rupelian,pollen,41.711224,2.159206
2492,Quercus,Cerris,Quercus graciliformis Boitz.,Ypresian,pollen,43.3,134.1
2493,Quercus,Cerris,Quercus gracilis Boitz.,Ypresian,pollen,43.3,134.1
2644,Quercus,Cerris,Quercus sp.,Rupelian,pollen,51.290579,12.320296
2643,Quercus,Cerris,Quercus (cerris/crenata type),Chattian,pollen,50.371652,7.617454
2716,Quercus,Cerris,Evergreen Quercus type 1B,Lutetian,pollen,19.63416667,110.4511111
2724,Quercus,Cerris,Evergreen Quercus type 8,Lutetian,pollen,19.63416667,110.4511111
2725,Quercus,Cerris,Evergreen Quercus type 9,Lutetian,pollen,19.63416667,110.4511111
1754,Quercus,Cerris,Quercus gracilis Boitz.,Rupelian,pollen,41.72,42.95
2394,Quercus,Cerris,Quercus graciliformis Boitz.,Priabonian,pollen,43.2,131.5
1887,Quercus,Cerris,Quercus graciliformis BOITZ,Rupelian,pollen,54.46,73.3
1888,Quercus,Cerris,Quercus gracilis Boitz.,Rupelian,pollen,54.46,73.3
1938,Quercus,Cerris,Quercus graciliformis BOITZ,Rupelian,pollen,54.46,73.3
1939,Quercus,Cerris,Quercus gracilis Boitz.,Rupelian,pollen,54.46,73.3
2427,Quercus,Cerris,Quercus gracilis Boitz.,Priabonian,pollen,44.1,135.1
2428,Quercus,Cerris,Quercus graciliformis Boitz.,Priabonian,pollen,44.1,135.1
2296,Quercus,Cerris,Quercus graciliformis Boitz.,Rupelian,pollen,42.45,130.4
2361,Quercus,Cerris,Quercus graciliformis Boitz.,Rupelian,pollen,44.15,135.3
2413,Quercus,Cerris,Quercus graciliformis Boitz.,Priabonian,pollen,43.6,132.3
2518,Quercus,Cerris,Quercus graciliformis Boitz.,Ypresian,pollen,45.1,133.4
2519,Quercus,Cerris,Quercus gracilis Boitz.,Ypresian,pollen,45.1,133.4
2470,Quercus,Cerris,Quercus graciliformis Boitz.,Lutetian,pollen,46.3,134.2
2471,Quercus,Cerris,Quercus gracilis Boitz.,Lutetian,pollen,46.3,134.2
2526,Quercus,Cerris,Quercus graciliformis Boitz.,Ypresian,pollen,46.3,134.2
2288,Quercus,Cerris,Quercus graciliformis Boitz.,Chattian,pollen,46.3,134.2
2500,Quercus,Cerris,Quercus graciliformis Boitz.,Ypresian,pollen,44.1,132.4
2501,Quercus,Cerris,Quercus gracilis Boitz.,Ypresian,pollen,44.1,132.4
2406,Quercus,Cerris,Quercus graciliformis Boitz.,Priabonian,pollen,43.2,132.15
2478,Quercus,Cerris,Quercus graciliformis Boitz.,Ypresian,pollen,43.2,131.5
2479,Quercus,Cerris,Quercus gracilis Boitz.,Ypresian,pollen,43.2,131.5
2463,Quercus,Cerris,Quercus graciliformis Boitz.,Lutetian,pollen,43.4,131.3
1892,Quercus,Cerris,Quercus gracilis Boitz.,Rupelian,pollen,51.95,75.97
645,Quercus,Cerris,Quercus graciliformis Boitz.,Rupelian,pollen,42.71666667,130.7166667
349,Quercus,Cerris,Quercus Group Ilex,Rupelian,pollen,51.290579,12.320296
421,Quercus,Cerris,Quercus Group Cyclobalanopsis sp.,Priabonian,pollen,38.965589,-105.285327
634,Quercus,Cerris,Quercus graciliformis Boitz.,Priabonian,pollen,42.65833333,130.7833333
594,Quercus,Cerris,Quercus PT 2 (ancestral type with Group Ilex morphology),Bartonian,pollen,70.401499,-54.685439
542,Quercus,Cerris,Quercus sp. 4 (putative ancestral lineage with Group Ilex morphology),Bartonian,pollen,70.401499,-54.685439
543,Quercus,Cerris,Quercus sp. 5 (ancestral or extinct lineage),Bartonian,pollen,70.401499,-54.685439
593,Quercus,Cerris,Quercus PT 2 (ancestral type with Group Ilex morphology),Ypresian,pollen,49.36666667,-120.55
601,Quercus,Cerris,Quercus graciliformis Boitz.,Ypresian,pollen,70.5,146
356,Quercus,Cerris,Quercus sect. Cerris,Chattian,pollen,57.239717,74.123751
495,Quercus,Cerris,"Quercus sp. 4 (aff. Quercus, section Cerris)",Lutetian,pollen,43.306065,132.383889
496,Quercus,Cerris,Quercus sp. 5 (aff. Cyclobalanoides),Lutetian,pollen,43.306065,132.383889
497,Quercus,Cerris,Quercus sp. 6 (aff. Heterobalanus),Lutetian,pollen,43.306065,132.383889
498,Quercus,Cerris,"Quercus sp. 7 (aff. Heterobalanus, section Ilex)",Lutetian,pollen,43.306065,132.383889
1361,Quercus,Cerris,Quercus decora,Rupelian,macrofossil,23.5,100.7
1364,Quercus,Cerris,Quercus parahelferiana,Rupelian,macrofossil,23.5,100.7
2655,Quercus,Quercus,Quercus parazaisanica Iljinskaja,Rupelian,macrofossil,48.579348,83.713466
2656,Quercus,Quercus,Quercus sibirica Dorof,Rupelian,macrofossil,53.439172,80.492078
1532,Quercus,Quercus,Quercus neriifolia A.Braun var. moselensis Walther,Priabonian,macrofossil,50.21636,12.443
106,Quercus,Quercus,Quercus huntsvillensis Daghlian and Crepet sp. n.,Rupelian,macrofossil,30.726793,-95.523544
238,Quercus,Quercus,Quercus sp. cf. Q. protoserrata Tanai et Onoe,Chattian,macrofossil,37.20602,140.787934
427,Quercus,Quercus,Quercus dumosoides MacGinitie,Priabonian,macrofossil,38.965589,-105.285327
429,Quercus,Quercus,Quercus lyratiformis Cockerell,Priabonian,macrofossil,38.965589,-105.285327
430,Quercus,Quercus,Quercus mohavensis Axelrod,Priabonian,macrofossil,38.965589,-105.285327
432,Quercus,Quercus,Quercus peritula Cockerell,Priabonian,macrofossil,38.965589,-105.285327
433,Quercus,Quercus,Quercus predayana MacGinitie,Priabonian,macrofossil,38.965589,-105.285327
501,Quercus,Quercus,Quercus L. US188-5894,Lutetian,macrofossil,79.94166667,-89.13333333
2346,Quercus,Quercus,Quercus eoprinus Smith,Rupelian,macrofossil,44.1,132.4
2348,Quercus,Quercus,Quercus kodairae Huzioka,Rupelian,macrofossil,44.1,132.4
2350,Quercus,Quercus,Quercus miocrispula Huzioka,Rupelian,macrofossil,44.1,132.4
2352,Quercus,Quercus,Quercus pseudolyrata Lesq.,Rupelian,macrofossil,44.1,132.4
1815,Quercus,Quercus,Quercus elaena Unger,Rupelian,macrofossil,41.67,1.27
2369,Quercus,Quercus,Quercus bersenevii Ablaev et Iljinskaja,Rupelian,macrofossil,45.4,137.1
2370,Quercus,Quercus,Quercus kodairae Huzioka,Rupelian,macrofossil,45.4,137.1
2371,Quercus,Quercus,Quercus miocrispula Huzioka,Rupelian,macrofossil,45.4,137.1
546,Quercus,Quercus,Quercus sp. US188-4580,Lutetian,macrofossil,79.91666667,-88.96666667
1883,Quercus,Quercus,Quercus lyellii Heer,Rupelian,macrofossil,41.88,24.68
1884,Quercus,Quercus,Quercus neriifolia A. Braun,Rupelian,macrofossil,41.88,24.68
1950,Quercus,Quercus,Quercus neriifolia A. Braun,Chattian,macrofossil,45.41,23.35
2700,Quercus,Quercus,Quercus protoserrata Tanai and Onoe,Rupelian,macrofossil,34.712448,135.085891
1899,Quercus,Quercus,Quercus paleoserrata Ilinskaja,Rupelian,macrofossil,48.16,84.13
1998,Quercus,Quercus,Quercus neriifolia A. Braun,Rupelian,macrofossil,41.78,43.42
2400,Quercus,Quercus,Quercus cf. praemongolica Ablaev et Iljinskaja,Priabonian,macrofossil,43.2,131.5
1946,Quercus,Quercus,Quercus goepperti WEB.,Chattian,macrofossil,47.8,11.07
2654,Quercus,Quercus,Quercus furuhjelmii? Heer,Chattian,macrofossil,48.579348,83.713466
2653,Quercus,Quercus,Quercus furuhjelmii? Heer,Chattian,macrofossil,53.439172,80.492078
2532,Quercus,Quercus,Quercus miocrispula Huzioka,Ypresian,macrofossil,47.4,138.3
1783,Quercus,Quercus,Quercus neriifolia A. Braun,Rupelian,macrofossil,41.68,24.33
1805,Quercus,Quercus,Quercus goepperti WEB.,Rupelian,macrofossil,41.87,23.18
1807,Quercus,Quercus,Quercus neriifolia A. Braun,Rupelian,macrofossil,41.87,23.18
1953,Quercus,Quercus,Quercus neriifolia A. Braun,Rupelian,macrofossil,41.53,24.78
1794,Quercus,Quercus,Quercus elaena Unger,Chattian,macrofossil,42.33,23.55
1795,Quercus,Quercus,Quercus lyellii Heer,Chattian,macrofossil,42.33,23.55
1771,Quercus,Quercus,Quercus neriifolia A. Braun,Chattian,macrofossil,42.37,23.02
1765,Quercus,Quercus,Quercus neriifolia A. Braun,Chattian,macrofossil,42.38,23.02
1798,Quercus,Quercus,Quercus neriifolia A. Braun,Rupelian,macrofossil,41.52,25
1824,Quercus,Quercus,Quercus lyellii Heer,Rupelian,macrofossil,41.87,23.58
1825,Quercus,Quercus,Quercus neriifolia A. Braun,Rupelian,macrofossil,41.87,23.58
2319,Quercus,Quercus,Quercus arsenjevii Ablaev et Gorovoi,Rupelian,macrofossil,42.45,130.4
2322,Quercus,Quercus,Quercus kodairae Huz.,Rupelian,macrofossil,42.45,130.4
2324,Quercus,Quercus,Quercus praemongolica Ablaev et Iljinskaja,Rupelian,macrofossil,42.45,130.4
2325,Quercus,Quercus,Quercus sichotensis Ablaev et Gorovoi,Rupelian,macrofossil,42.45,130.4
2701,Quercus,Quercus,Quercus kitamiana Tanai,Rupelian,macrofossil,43.820848,143.857766
482,Quercus,Quercus,"Quercus pseudoneriifolia Vikulin, sp. nov",Priabonian,macrofossil,51.744199,36.190748
2006,Quercus,Quercus,Quercus lyellii Heer,Chattian,macrofossil,41.7,26.02
1903,Quercus,Quercus,Quercus praerhenana Walther & Kvacek in prep.,Chattian,macrofossil,51.26,14.61
1848,Quercus,Quercus,Quercus praerhenana Walther & Kvacek in prep.,Chattian,macrofossil,51.27,14.62
1853,Quercus,Quercus,Quercus praerhenana Walther & Kvacek in prep.,Chattian,macrofossil,51.27,14.62
1004,Quercus,Quercus,Quercus bilobata Axelrod,Rupelian,macrofossil,43.595709,-111.692769
1025,Quercus,Quercus,Quercus lyratiformis Cockerell,Lutetian,macrofossil,38.965589,-105.285327
1026,Quercus,Quercus,Quercus mohavensis Axelrod,Lutetian,macrofossil,38.965589,-105.285327
1037,Quercus,Quercus,Quercus peritula Cockerell,Lutetian,macrofossil,38.965589,-105.285327
1042,Quercus,Quercus,Quercus predayana MacGinitie,Lutetian,macrofossil,38.965589,-105.285327
1878,Quercus,Quercus,Quercus elaena Unger,Chattian,macrofossil,47.7,11.8
1879,Quercus,Quercus,Quercus nervifolia,Chattian,macrofossil,47.7,11.8
105,Quercus,Quercus,Quercus catahoulaensis Daghlian and Crepet sp. n.,Rupelian,macrofossil,30.726793,-95.523544
205,Quercus,Quercus,"Quercus kodairae Huzioka, 1954",Rupelian,macrofossil,41.49166667,129.7222222
206,Quercus,Quercus,"Quercus kodairae Huzioka, 1954",Chattian,macrofossil,37.486124,127.167497
334,Quercus,Quercus,Quercus arsenjevii Ablaev et Gorovoi,Rupelian,macrofossil,42.75,130.6666667
335,Quercus,Quercus,Quercus sichotensis Ablaev et Gorovoi,Rupelian,macrofossil,42.75,130.6666667
336,Quercus,Quercus,Quercus kodairae Huz.,Rupelian,macrofossil,42.75,130.6666667
337,Quercus,Quercus,Quercus praemongolica Ablaev et Iljinskaja,Rupelian,macrofossil,42.75,130.6666667
473,Quercus,Quercus,Quercus sichotensis Ablaev and Gorovoi,Rupelian,macrofossil,43.820848,143.857766
471,Quercus,Quercus,Quercus kodairae Huzioka,Rupelian,macrofossil,34.700069,135.181715
474,Quercus,Quercus,Quercus sichotensis Ablaev and Gorovoi,Rupelian,macrofossil,34.700069,135.181715
467,Quercus,Quercus,Quercus kodairae Huzioka,Rupelian,macrofossil,42.305027,130.01265
470,Quercus,Quercus,Quercus kodairae Huzioka,Rupelian,macrofossil,47.404491,138.810001
466,Quercus,Quercus,Quercus kobatakei Tanai and Yokoyama,Rupelian,macrofossil,44.204861,132.721711
468,Quercus,Quercus,Quercus kodairae Huzioka,Rupelian,macrofossil,44.204861,132.721711
469,Quercus,Quercus,Quercus kodairae Huzioka,Rupelian,macrofossil,47.358412,138.743311
472,Quercus,Quercus,Quercus sichotensis Ablaev and Gorovoi,Rupelian,macrofossil,44.204861,132.721711
465,Quercus,Quercus,Quercus kobatakei Tanai and Yokoyama,Rupelian,macrofossil,34.700069,135.181715
1282,Quercus,Quercus,Quercus pregrahami MacGinitie,Rupelian,macrofossil,38.067248,-120.302704
1281,Quercus,Quercus,Quercus columbiana Chaney,Rupelian,macrofossil,44.195361,-120.45569
2607,Quercus,Quercus,Quercus spp.,Lutetian,pollen,79.91666667,-88.96666667
2267,Quercus,Quercus,Quercus mongolica Fisch. ex Ledeb.,Chattian,pollen,43.2,131.4
2645,Quercus,Quercus,Quercus sp.,Rupelian,pollen,51.290579,12.320296
1977,Quercus,Quercus,Quercus cf. robur,Rupelian,pollen,63.96,58.6
1979,Quercus,Quercus,Quercus sibirica,Rupelian,pollen,63.96,58.6
2642,Quercus,Quercus,Quercus (robur type),Chattian,pollen,50.371652,7.617454
2718,Quercus,Quercus,Evergreen/deciduous? type 3,Lutetian,pollen,19.63416667,110.4511111
2719,Quercus,Quercus,Evergreen/deciduous? Quercus types 4 A & 4B,Lutetian,pollen,19.63416667,110.4511111
2720,Quercus,Quercus,Evergreen Quercus type 5,Lutetian,pollen,19.63416667,110.4511111
2281,Quercus,Quercus,Quercus mongolica Fisch. ex Ledeb.,Chattian,pollen,45.1,131.6
2418,Quercus,Quercus,Quercus dentata Thunb.,Priabonian,pollen,44.05,132.05
2271,Quercus,Quercus,Quercus mongolica Fisch. ex Ledeb.,Chattian,pollen,43.3,131.5
2227,Quercus,Quercus,Quercus sect. Protobalanus,Rupelian,pollen,39.6341,-73.62168
350,Quercus,Quercus,Quercus Group Quercus vel Lobatae,Rupelian,pollen,51.290579,12.320296
422,Quercus,Quercus,Quercus Group Protobalanus sp.,Priabonian,pollen,38.965589,-105.285327
423,Quercus,Quercus,Quercus Group Quercus/Lobatae sp.,Priabonian,pollen,38.965589,-105.285327
424,Quercus,Quercus,Quercus Group Quercus sp.,Priabonian,pollen,38.965589,-105.285327
592,Quercus,Quercus,Quercus PT 1 (aff. Group Lobatae),Bartonian,pollen,70.401499,-54.685439
539,Quercus,Quercus,Quercus sp. 1 (aff. Group Lobatae),Bartonian,pollen,70.401499,-54.685439
540,Quercus,Quercus,Quercus sp. 2 (aff. Group Lobatae),Bartonian,pollen,70.401499,-54.685439
541,Quercus,Quercus,Quercus sp. 3 (Group Lobatae vel Group Quercus),Bartonian,pollen,70.401499,-54.685439
544,Quercus,Quercus,Quercus sp. 6 (aff. Group Protobalanus),Bartonian,pollen,70.401499,-54.685439
545,Quercus,Quercus,Quercus sp. 7 (aff. Group Protobalanus),Bartonian,pollen,70.401499,-54.685439
591,Quercus,Quercus,Quercus PT 1 (aff. Group Lobatae),Ypresian,pollen,49.36666667,-120.55
357,Quercus,Quercus,Quercus subgen. Quercus sect. Protobalanus,Chattian,pollen,57.239717,74.123751
358,Quercus,Quercus,Quercus subgen. Quercus excl. sect. Protobalanus,Chattian,pollen,57.239717,74.123751
308,Quercus,Quercus,Quercus Eotrigonobalanus-type,Rupelian,pollen,21.84422778,110.7785556
549,Quercus,Quercus,Quercus spp.,Lutetian,pollen,79.91666667,-88.96666667
492,Quercus,Quercus,"Quercus sp. 1 (aff. Quercus, Group Lobatae)",Lutetian,pollen,43.306065,132.383889
493,Quercus,Quercus,"Quercus sp. 2 (aff. Quercus, Group Lobatae)",Lutetian,pollen,43.306065,132.383889
494,Quercus,Quercus,Quercus sp. 3 (aff. Quercus),Lutetian,pollen,43.306065,132.383889
729,Quercus,Quercus,Quercus oligocenensis Daghlian and Crepet 1983,Lutetian,macrofossil,36.3,-88.75
104,Quercus,Quercus,Quercus oligocenensis Daghlian and Crepet sp. n.,Rupelian,macrofossil,30.726793,-95.523544
445,Quercus,Quercus,Quercus subglabra Casp.,Priabonian,macrofossil,54.810953,20.23713
446,Quercus,Quercus,"Quercus multipilosa Sadowski, A. R. Schmidt & Denk, sp. nov.",Priabonian,macrofossil,54.810953,20.23713
447,Quercus,Quercus,"Quercus aimeeana Sadowski, A. R. Schmidt & Denk, sp. nov.",Priabonian,macrofossil,54.810953,20.23713
448,Quercus,Quercus,"Quercus brachyandra (Casp.) Sadowski, A. R. Schmidt & Denk, comb. nov.",Priabonian,macrofossil,54.810953,20.23713
26,Quercus,Quercus,Quercus Sect. Prinus sp.,Rupelian,macrofossil,34.712448,135.085891
